id,income
37063001705,59561
37063001706,73375
37063001707,80286
37063001708,139211
37063001709,36989
37063001710,68596
37063001711,42332
37063001801,36176
37063001802,71522
37063001806,75704
37063001807,62345
37063001808,125347
37063001809,61063
37063001900,55508
37063002007,68500
37063002008,82354
37063002009,68363
37063002013,40417
37063002015,50535
37063002016,65395
37063002017,85409
37063002018,62917
37063002019,17115
37063002020,22383
37063002021,32525
37063002022,30923
37063002023,32875
37063002024,40132
37063002025,37036
37063002026,29926
37063002027,36569
37063002028,32216
37063002100,32852
37063002200,43194
37063002300,35052
37063980100,30890
37065020200,50885
37065020300,34009
37065020400,21131
37065020600,14577
37065020700,20822
37065020800,26592
37065020900,13969
37065021000,14115
37065021100,14688
37065021200,11369
37065021300,15026
37065021400,28333
37065021500,32388
37065021600,26887
37067000100,75089
37067000200,38452
37067000301,27669
37067000302,29908
37067000400,34497
37067000500,14520
37067000600,25176
37067000700,24853
37067000801,21637
37067000802,35756
37067000900,30455
37067001000,28795
37067001100,50244
37067001200,46131
37067001300,137929
37067001400,119013
37067001500,76979
37067001601,58478
37067001602,73289
37067001700,30055
37067001800,27557
37067001901,24883
37067001902,57363
37067002001,39625
37067002002,39274
37067002100,48827
37067002200,52109
37067002501,55270
37067002502,41851
37067002601,31689
37067002603,46375
37067002604,42399
37067002701,41875
37067002702,57067
37067002703,82451
37067002801,53690
37067002804,64679
37067002806,54268
37067002807,43718
37067002808,56338
37067002809,31840
37067002901,48828
37067002903,67110
37067002904,39369
37067003002,51190
37067003003,66250
37067003004,54563
37067003103,39044
37067003105,48472
37067003106,41637
37067003107,46553
37067003108,24424
37067003201,23673
37067003202,37040
37067003307,46726
37067003308,33406
37067003309,44359
37067003310,64909
37067003311,47833
37067003312,51136
37067003313,34789
37067003314,51917
37067003315,31492
37067003402,55860
37067003403,35758
37067003404,106406
37067003500,129048
37067003600,62993
37067003701,80372
37067003702,89869
37067003703,71580
37067003803,85022
37067003804,77756
37067003805,71886
37067003806,50761
37067003903,51477
37067003904,63352
37067003905,54864
37067003906,76611
37067003908,71574
37067003909,29000
37067004005,37292
37067004007,33233
37067004009,18986
37067004010,42263
37067004011,33004
37067004012,60784
37067004013,59730
37067004014,53005
37067004015,43629
37067004102,29992
37067004103,46979
37067004104,64476
37069060100,46887
37069060200,45000
37069060301,63947
37069060302,47340
37069060401,41917
37069060402,35221
37069060501,49181
37069060502,47417
37069060600,44884
37069060700,42398
37069060801,47216
37069060802,40357
37071030101,45329
37071030102,31842
37071030203,24139
37071030204,32528
37071030205,38060
37071030301,41690
37071030302,67730
37071030401,40259
37071030402,39179
37071030501,36713
37071030502,47813
37071030601,31521
37071030602,39646
37071030700,39523
37071030801,31094
37071030802,44889
37071030901,24360
37071030902,32939
37071031001,41109
37071031003,53409
37071031004,42750
37071031101,29059
37071031102,17882
37071031201,22404
37071031202,33710
37071031301,42786
37071031302,49038
37071031401,40455
37071031402,40492
37071031500,93571
37071031600,86307
37071031701,51923
37071031703,39318
37071031704,69242
37071031800,64205
37071031900,58708
37071032000,43304
37071032100,46755
37071032200,38529
37071032301,30264
37071032302,31925
37071032401,26059
37071032402,49554
37071032502,39767
37071032505,27760
37071032506,83021
37071032507,79292
37071032508,38438
37071032600,72917
37071032702,57782
37071032703,30954
37071032704,45185
37071032800,45378
37071032900,51897
37071033100,52917
37071033202,40236
37071033203,40481
37071033204,28963
37071033303,36727
37071033304,51058
37071033305,47958
37071033306,30804
37071033307,31786
37071033400,46016
37071033500,62561
37073970100,70292
37073970200,66516
37073970300,54962
37075920100,39460
37075920200,42813
37075920300,32829
37077970101,32955
37077970102,35347
37077970200,38288
37077970300,24075
37077970400,27197
37077970500,28958
37077970601,48854
37077970602,51205
37077970603,112273
37077970701,52163
37077970702,42177
37077970703,36316
37077970704,39750
37079950101,21214
37079950102,43169
37079950200,25700
37079950300,21696
37081010100,20038
37081010200,29256
37081010300,32055
37081010401,30453
37081010403,12150
37081010404,25446
37081010500,32321
37081010601,40793
37081010602,34115
37081010701,26964
37081010702,51297
37081010800,36305
37081010900,97016
37081011000,45652
37081011101,81944
37081011102,107875
37081011200,96250
37081011300,30681
37081011400,39775
37081011500,51652
37081011601,26120
37081011602,36066
37081011904,50489
37081011905,29593
37081012503,36059
37081012504,41875
37081012505,51989
37081012508,27042
37081012509,27384
37081012510,21040
37081012511,22180
37081012601,46053
37081012604,40221
37081012607,43845
37081012608,30573
37081012609,38942
37081012610,54659
37081012611,23842
37081012612,14196
37081012617,24275
37081012703,23116
37081012704,20766
37081012705,40578
37081012706,49063
37081012707,28958
37081012803,34457
37081012804,37452
37081012805,34814
37081013601,49145
37081013602,30000
37081013700,27048
37081013800,23884
37081013900,47011
37081014000,49602
37081014200,57484
37081014300,54182
37081014406,31950
37081014407,43679
37081014408,82280
37081014409,60152
37081014410,49356
37081014411,35561
37081014412,108611
37081014501,62820
37081014502,95408
37081014503,68229
37081015100,96682
37081015200,103698
37081015300,82546
37081015401,55156
37081015402,49570
37081015500,69375
37081015600,78287
37081015703,44149
37081015704,41084
37081015705,54640
37081015706,35954
37081015707,35713
37081015800,91940
37081015901,70109
37081015902,96500
37081016003,66176
37081016005,64271
37081016006,91146
37081016007,82763
37081016008,52591
37081016009,43983
37081016010,55861
37081016011,80521
37081016101,95625
37081016102,72569
37081016103,50000
37081016201,87632
37081016203,50124
37081016204,62746
37081016205,67335
37081016303,63682
37081016304,42218
37081016305,41343
37081016306,45525
37081016405,49821
37081016406,50960
37081016407,67659
37081016408,57436
37081016409,26902
37081016410,42431
37081016502,36549
37081016503,31123
37081016505,34954
37081016506,31294
37081016600,25797
37081016701,42019
37081016702,24578
37081016800,30516
37081016900,30668
37081017000,33819
37081017100,31453
37081017200,28275
37081980100,32722
37083930100,36773
37083930200,42443
37083930300,36387
37083930400,44375
37083930501,32446
37083930502,43750
37083930600,37377
37083930700,48262
37083930800,46573
37083930900,48750
37083931000,56413
37083931100,68078
37085070100,54595
37085070200,39762
37085070300,39223
37085070401,35083
37085070402,44149
37085070500,52250
37085070600,76250
37085070700,36765
37085070801,57108
37085070802,77016
37085070901,44563
37085070902,49079
37085070903,49769
37085070904,31971
37085071001,44712
37085071002,34591
37085071101,41346
37085071102,30211
37085071201,51838
37085071202,44673
37085071203,42875
37085071204,31125
37085071301,44750
37085071302,54524
37085071303,39136
37085071401,49804
37085071402,46176
37087920101,51029
37087920102,47100
37087920200,42963
37087920300,37336
37087920400,24410
37087920500,46563
37087920600,53790
37087920700,52788
37087920800,67128
37087920900,59244
37087921000,41112
37087921100,46860
37087921200,49519
37087921301,30888
37087921302,29487
37087980100,29647
37089930100,32161
37089930200,24683
37089930300,63783
37089930401,41550
37089930402,61420
37089930501,59484
37089930502,52377
37089930600,60200
37089930701,55026
37089930702,50690
37089930703,29779
37089930800,35640
37089930900,41542
37089931000,34271
37089931100,24866
37089931200,49110
37089931300,57081
37089931400,53373
37089931500,39821
37089931600,32436
37089931700,24624
37089931801,34298
37089931802,21140
37089931901,42897
37089931902,34247
37089932000,29934
37089980100,28429
37091950100,25542
37091950200,38686
37091950300,29777
37091950401,90457
37091950402,45750
37093970101,42271
37093970102,48594
37093970103,60461
37093970201,33942
37093970202,50941
37093970300,49774
37093970401,45833
37093970402,48340
37093980100,46585
37095920100,41688
37095990100,47083
37095990200,41189
37097060100,52070
37097060200,36477
37097060300,49250
37097060400,53509
37097060500,61094
37097060601,82045
37097060602,62718
37097060603,41647
37097060701,46455
37097060702,63950
37097060703,52602
37097060801,102423
37097060802,75708
37097060901,56708
37097060902,107167
37097061001,78146
37097061002,137922
37097061003,91033
37097061101,53500
37097061102,50766
37097061103,82396
37097061104,65741
37097061201,34137
37097061202,63839
37097061203,30696
37097061204,39211
37097061205,45889
37097061301,44833
37097061302,47515
37097061303,23382
37097061304,31250
37097061401,40583
37097061402,57045
37097061403,37522
37097061404,49221
37097061405,44767
37097061406,72583
37097061407,26776
37097061408,35986
37097061501,39794
37097061502,43074
37097061503,31957
37097061601,35926
37097061602,32917
37099940200,55099
37099950200,51542
37099950300,44530
37099950400,56779
37099950500,55237
37099950600,69838
37099950700,70957
37099950800,48861
37099950900,33284
37101040100,35935
37101040201,41003
37101040202,52120
37101040203,66521
37101040301,49221
37101040302,32250
37101040400,34531
37101040500,37670
37101040600,41042
37101040700,69344
37101040800,25878
37101040901,21798
37101040902,29343
37101041001,31301
37101041002,60063
37101041101,39857
37101041102,45547
37101041103,76500
37101041201,63115
37101041202,45231
37101041300,46667
37101041400,36589
37101041501,29219
37101041502,10313
37101041503,13516
37103920100,20307
37103920200,46837
37103920300,24821
37105030101,39134
37105030102,33000
37105030200,46330
37105030300,47857
37105030401,27375
37105030402,43451
37105030501,44583
37105030502,33908
37105030503,27267
37105030601,32455
37105030602,53936
37105030701,48575
37105030702,42473
37107010100,49844
37107010200,36364
37107010300,55000
37107010400,41121
37107010500,47267
37107010600,60457
37107010700,49914
37107010800,42173
37107010900,50817
37107011001,71544
37107011002,59286
37107011100,88953
37107011200,98507
37107011300,42500
37107011400,39831
37109070100,32083
37109070201,25348
37109070202,30360
37109070300,40709
37109070400,34922
37109070500,39779
37109070600,40043
37109070700,31456
37109070800,40246
37109070901,42090
37109070902,27477
37109071001,33053
37109071002,45192
37109071101,54697
37109071102,53403
37109071201,35764
37109071202,37063
37109071203,31688
37111970100,23974
37111970200,39030
37111970300,41830
37111970400,41795
37111970500,44458
37111970600,38227
37111970700,31324
37111970800,37599
37111970901,26667
37111970902,44028
37113970100,32853
37113970200,103203
37113970301,52222
37113970302,66899
37113970400,70412
37113970501,55417
37113970502,49911
37113970600,22227
37113970700,33359
37115010100,93036
37115010200,85859
37115010400,41595
37115010500,27397
37115010600,70848
37115010700,36053
37117970100,53438
37117970200,24456
37117970300,45458
37117970400,33088
37117970500,32932
37117970600,30357
37119000100,33679
37119000300,35741
37119000400,31492
37119000500,30235
37119000600,32623
37119000700,33701
37119000800,33056
37119000900,35813
37119001000,43201
37119001100,33033
37119001200,43154
37119001300,28683
37119001400,42594
37119001504,31049
37119001505,44541
37119001507,39983
37119001508,40571
37119001509,36587
37119001510,36193
37119001603,54638
37119001605,40476
37119001606,40893
37119001607,73169
37119001608,67093
37119001609,46544
37119001701,35061
37119001702,84196
37119001801,17038
37119001802,71987
37119001910,67027
37119001911,49310
37119001912,106471
37119001914,129981
37119001915,190104
37119001916,91641
37119001917,92044
37119001918,179844
37119001919,85500
37119001920,66367
37119001921,136758
37119001922,56346
37119001923,84875
37119002002,95302
37119002003,90896
37119002004,108986
37119002100,72083
37119002200,82169
37119002300,92675
37119002400,42790
37119002500,74410
37119002600,85938
37119002701,56087
37119002702,35565
37119002800,31733
37119002903,47525
37119002904,39968
37119002905,79847
37119002906,51266
37119003006,105210
37119003007,96852
37119003008,27681
37119003011,30250
37119003012,26760
37119003013,71917
37119003015,44367
37119003016,34045
37119003017,35102
37119003018,21758
37119003102,15382
37119003103,31417
37119003105,43494
37119003106,22233
37119003108,27637
37119003109,45913
37119003201,41029
37119003203,36417
37119003204,40568
37119003300,25185
37119003400,22188
37119003500,20882
37119003600,26176
37119003700,27147
37119003802,20184
37119003805,20500
37119003806,22279
37119003807,27153
37119003808,28672
37119003902,26398
37119003903,28750
37119004000,26432
37119004100,34290
37119004200,36771
37119004302,37107
37119004303,81706
37119004304,60581
37119004305,43597
37119004400,57438
37119004500,47253
37119004600,72619
37119004700,62610
37119004800,71150
37119004900,101515
37119005000,86549
37119005100,81345
37119005200,75135
37119005301,79317
37119005305,55840
37119005306,50851
37119005307,41726
37119005308,51231
37119005401,30185
37119005403,31364
37119005404,27865
37119005508,32254
37119005509,63203
37119005510,52006
37119005511,45651
37119005512,80167
37119005513,82188
37119005514,59357
37119005515,53036
37119005516,72451
37119005517,69722
37119005518,53856
37119005519,73014
37119005520,57481
37119005521,72188
37119005522,36958
37119005523,72016
37119005524,68047
37119005604,93542
37119005605,94750
37119005609,70114
37119005610,53327
37119005611,38641
37119005612,58864
37119005613,41553
37119005614,76076
37119005615,113800
37119005616,93750
37119005617,85898
37119005618,44565
37119005619,32416
37119005620,53472
37119005621,41375
37119005706,75020
37119005709,33594
37119005710,59596
37119005711,60907
37119005712,162500
37119005713,84919
37119005714,65814
37119005715,99828
37119005716,89554
37119005717,103563
37119005811,100156
37119005812,77208
37119005815,114659
37119005816,96646
37119005817,87224
37119005823,75878
37119005824,116875
37119005825,106515
37119005826,154417
37119005827,108375
37119005828,130139
37119005829,38214
37119005830,88770
37119005831,112500
37119005832,72285
37119005833,67578
37119005834,90882
37119005835,49866
37119005836,62134
37119005837,54703
37119005838,61382
37119005839,32361
37119005840,62547
37119005841,71923
37119005842,51852
37119005843,47637
37119005844,69038
37119005845,68605
37119005846,54615
37119005847,48262
37119005848,62484
37119005906,56432
37119005907,70536
37119005908,57090
37119005909,61830
37119005910,65869
37119005911,46331
37119005912,91827
37119005913,104250
37119005914,70219
37119005915,60526
37119005916,107778
37119005917,114195
37119005918,85313
37119006005,103839
37119006006,80451
37119006007,54163
37119006008,79370
37119006009,76036
37119006010,110991
37119006103,59766
37119006104,159880
37119006105,57311
37119006106,76531
37119006107,100389
37119006108,38029
37119006109,37719
37119006203,31901
37119006204,44067
37119006208,30060
37119006209,35144
37119006210,47861
37119006211,30781
37119006212,30663
37119006213,31161
37119006214,34500
37119006215,35457
37119006302,50861
37119006303,62236
37119006304,43625
37119006403,44353
37119006404,44740
37119006405,57212
37119006406,82212
37119006407,62778
37119980100,61086
37119980200,67721
37119980300,37159
37121950100,61198
37121950200,29744
37121950300,81295
37121950400,51059
37123960100,39444
37123960200,22319
37123960300,34606
37123960401,33872
37123960402,37694
37123960500,53603
37125950100,51461
37125950200,48281
37125950301,40122
37125950302,45361
37125950401,59290
37125950402,36797
37125950501,37117
37125950502,57054
37125950601,40858
37125950602,62309
37125950701,40385
37125950702,44893
37125950801,37771
37125950802,31148
37125950900,39760
37125951000,31760
37125951100,53281
37125951200,26717
37127010200,32859
37127010300,44753
37127010400,26972
37127010502,25709
37127010503,41548
37127010504,20833
37127010601,16792
37127010602,32420
37127010700,32764
37127010800,22957
37127010900,43660
37127011000,51492
37127011101,51525
37127011102,52166
37127011200,49805
37127011300,79464
37127011400,76136
37127011500,120862
37129010100,72695
37129010200,64167
37129010300,33100
37129010400,20173
37129010501,71211
37129010502,64792
37129010600,101078
37129010700,57075
37129010800,56500
37129010900,39231
37129011000,77725
37129011100,74379
37129011200,47911
37129011300,88125
37129011400,66146
37129011500,56314
37129011603,55882
37129011605,61554
37129011606,71750
37129011607,96083
37129011608,37761
37129011701,21532
37129011703,29095
37129011705,28527
37129011800,44271
37129011902,55101
37129011903,51579
37129011904,46800
37129012001,50143
37129012004,41832
37129012006,48469
37129012007,57500
37129012008,49007
37129012009,60585
37129012010,45949
37129012101,35870
37129012103,31453
37129012104,43988
37129012105,47344
37129012201,40693
37129012202,56004
37129012203,45456
37129012300,62331
37129980100,34521
37129990100,38107
37131920100,36556
37131920200,55953
37131920300,57087
37131920401,34097
37131920402,44981
37133000102,37819
37133000103,42965
37133000201,22591
37133000202,51410
37133000301,95500
37133000302,35760
37133000401,48899
37133000402,59330
37133000403,132784
37133000500,58708
37133000600,63313
37133000700,53107
37133000800,61440
37133000900,54893
37133001000,53896
37133001101,53613
37133001102,98634
37133001200,63494
37133001300,92458
37133001400,82262
37133001500,23182
37133001700,36816
37133001800,82361
37133002100,19250
37133002201,39444
37133002202,48708
37133002300,81667
37133002400,66205
37133002500,58994
37133002600,113523
37133002800,100325
37133990100,48516
37135010701,30885
37135010703,50078
37135010704,55255
37135010705,21964
37135010706,47688
37135010801,14475
37135010802,32555
37135010901,48837
37135010902,56065
37135011000,41500
37135011101,53492
37135011102,46570
37135011202,66131
37135011203,62813
37135011204,68750
37135011205,56250
37135011300,44155
37135011400,68870
37135011500,56133
37135011601,23537
37135011602,34547
37135011700,29384
37135011800,39489
37135011901,38781
37135011902,35484
37135012100,36053
37135012201,41250
37135012202,46318
37137950101,45987
37137950102,34485
37137950201,41813
37137950202,42813
37137990100,45582
37139960100,19642
37139960200,30455
37139960300,53411
37139960400,36146
37139960501,56667
37139960502,14000
37139960503,23911
37139960600,40800
37139960701,77432
37139960702,48601
37141920101,50577
37141920102,47917
37141920103,33659
37141920201,28042
37141920202,24779
37141920203,49453
37141920204,17424
37141920300,20015
37141920401,28971
37141920402,33486
37141920403,51488
37141920501,84096
37141920502,67163
37141920601,49334
37141920602,55293
37141990100,52845
37143920100,51996
37143920201,71111
37143920202,33060
37145920100,26481
37145920200,35659
37145920300,50313
37145920400,50129
37145920500,34630
37145920601,41867
37145920602,27400
37147000100,36611
37147000201,48075
37147000202,42887
37147000301,49414
37147000302,45099
37147000400,41310
37147000501,49032
37147000502,45343
37147000601,30916
37147000602,34523
37147000603,37786
37147000701,31639
37147000702,24833
37147000800,28036
37147000900,50494
37147001001,44111
37147001002,48284
37147001003,44142
37147001100,49792
37147001200,41230
37147001301,49148
37147001302,41884
37147001303,40621
37147001401,39691
37147001402,36297
37147001500,47538
37147001600,42397
37147001700,50729
37147001800,63830
37147001900,37998
37147002001,48265
37147002002,36841
37149920101,64076
37149920103,54184
37149920104,39540
37149920200,35000
37149920301,37243
37149920303,29821
37149920304,32762
37151030100,45139
37151030201,32962
37151030202,23445
37151030301,18969
37151030302,34343
37151030400,48088
37151030502,26667
37151030503,31489
37151030504,29604
37151030600,29736
37151030700,32330
37151030801,29492
37151030802,23845
37151030900,31825
37151031000,34144
37151031100,26106
37151031200,16064
37151031303,47083
37151031304,36159
37151031305,36026
37151031306,34671
37151031400,17417
37151031501,23429
37151031503,46625
37151031504,35526
37151031505,24583
37151031601,26366
37151031602,52759
37153970100,36844
37153970200,39634
37153970300,36935
37153970400,33822
37153970500,29344
37153970600,25938
37153970700,30000
37153970800,29967
37153970900,31518
37153971000,20552
37153971100,25785
37155960101,34668
37155960102,34531
37155960201,27714
37155960202,37773
37155960300,22377
37155960401,24291
37155960402,45151
37155960501,41250
37155960502,48688
37155960503,38568
37155960600,30774
37155960701,29318
37155960702,39643
37155960801,54973
37155960802,42202
37155960900,33935
37155961000,42913
37155961100,23971
37155961200,48219
37155961301,54097
37155961302,49259
37155961400,37179
37155961500,40479
37155961601,28534
37155961602,21867
37155961700,48654
37155961801,40075
37155961802,20545
37155961900,52756
37155962001,47292
37155962002,40125
37157040101,46063
37157040102,51000
37157040200,43395
37157040300,46224
37157040400,42020
37157040501,49087
37157040502,42607
37157040601,45924
37157040602,49366
37157040700,41303
37157040800,46932
37157040900,37125
37157041001,38214
37157041002,38090
37157041100,47540
37157041200,43631
37157041300,56033
37157041400,42740
37157041500,45355
37157041601,25197
37157041602,35465
37159050201,36500
