id,income
37159050202,50806
37159050300,40051
37159050400,38462
37159050500,28563
37159050700,34154
37159050800,23027
37159050901,35583
37159050903,34561
37159050904,36860
37159051001,42670
37159051002,42370
37159051101,36733
37159051102,43774
37159051201,40000
37159051202,51430
37159051204,33705
37159051301,30361
37159051302,30481
37159051303,35755
37159051400,36250
37159051501,31500
37159051502,30420
37159051600,44435
37159051700,30061
37159051801,16886
37159051802,23246
37159051901,48417
37159051902,31196
37159052000,31632
37161960100,41612
37161960200,43947
37161960300,44732
37161960400,42045
37161960500,31758
37161960600,40929
37161960700,52660
37161960800,50625
37161960900,47269
37161961000,41967
37161961101,37414
37161961102,23692
37161961200,40833
37163970100,41286
37163970200,45198
37163970301,31793
37163970302,34814
37163970400,40659
37163970500,54345
37163970600,41147
37163970700,43820
37163970800,32134
37163970900,32539
37163971000,38008
37165010101,31055
37165010102,39290
37165010200,45938
37165010300,36881
37165010400,23571
37165010500,40326
37165010600,30505
37167930101,34875
37167930102,36387
37167930200,30173
37167930300,34607
37167930500,39072
37167930700,52200
37167930801,33556
37167930802,40203
37167930900,30591
37167931000,34844
37167931100,43750
37167931201,60083
37167931202,38000
37169070100,28090
37169070200,34118
37169070300,45144
37169070400,37833
37169070501,39723
37169070503,39391
37169070504,43279
37169070600,54080
37169070700,51000
37171930101,47807
37171930102,39177
37171930201,32361
37171930202,55041
37171930301,65000
37171930302,87244
37171930400,53564
37171930501,74123
37171930502,51683
37171930600,65101
37171930700,62273
37171930801,85625
37171930802,77865
37171930901,59159
37171930902,52294
37171931001,66429
37171931002,66589
37171931003,90833
37171931101,65224
37171931102,77123
37171931103,63467
37171931200,52917
37173940100,30450
37173960200,46229
37173960301,52992
37173960302,34790
37173980200,36607
37175960100,51148
37175960200,44759
37175960300,45325
37175960401,50664
37175960402,59407
37175960500,80313
37175960600,47487
37177960100,138229
37179020100,170921
37179020202,127643
37179020203,152045
37179020204,128260
37179020305,143608
37179020306,98472
37179020307,73208
37179020308,54639
37179020309,60170
37179020310,41494
37179020311,46330
37179020312,47750
37179020313,41213
37179020314,18886
37179020315,21484
37179020316,16209
37179020317,19286
37179020401,32019
37179020403,46699
37179020404,51264
37179020501,40128
37179020502,66875
37179020601,48000
37179020602,30745
37179020701,27585
37179020702,19368
37179020800,16628
37179020901,40648
37179020902,26681
37179021004,21771
37179021005,44762
37179021006,49010
37179021007,96618
37179021008,77955
37179021009,110313
37179021010,160000
37179021011,68452
37179021012,36366
37179021013,25950
37179021014,31734
37179021015,32360
37181960100,42201
37181960200,42146
37181960300,36986
37181960400,57386
37181960500,63942
37181960600,35953
37181960700,38715
37181960800,25058
37181960900,31827
37181961000,71824
37183050100,56210
37183050300,64773
37183050400,69148
37183050500,69543
37183050600,105000
37183050700,66705
37183050800,77054
37183050900,43395
37183051000,30912
37183051101,51188
37183051102,42128
37183051200,51908
37183051400,65882
37183051501,51791
37183051502,49994
37183051600,55045
37183051700,60347
37183051800,57594
37183051900,53419
37183052001,68368
37183052002,70024
37183052101,84717
37183052102,67215
37183052301,67075
37183052302,118125
37183052401,131429
37183052404,117273
37183052406,108222
37183052407,62500
37183052408,56680
37183052409,72260
37183052503,65316
37183052504,56771
37183052505,61997
37183052506,70918
37183052507,70758
37183052601,66292
37183052602,101415
37183052603,116563
37183052701,86605
37183052704,69115
37183052705,90054
37183052706,65968
37183052707,94267
37183052801,129200
37183052802,136690
37183052803,136951
37183052806,155893
37183052807,144335
37183052808,115781
37183052809,94844
37183052901,94489
37183052902,123147
37183052903,82078
37183052904,59208
37183053003,73750
37183053004,127145
37183053005,73056
37183053006,94357
37183053007,119423
37183053008,85551
37183053009,119926
37183053105,116875
37183053106,90861
37183053107,71487
37183053108,54425
37183053109,117139
37183053110,83672
37183053111,52625
37183053201,59000
37183053202,48472
37183053203,76061
37183053204,41635
37183053205,51515
37183053206,99176
37183053207,99667
37183053405,108095
37183053408,59955
37183053409,97670
37183053410,101048
37183053411,108618
37183053412,112266
37183053413,140417
37183053414,151875
37183053415,64569
37183053416,100452
37183053417,94868
37183053418,73512
37183053419,70691
37183053420,56765
37183053421,62911
37183053422,90385
37183053423,92955
37183053424,41138
37183053425,76361
37183053505,87250
37183053506,47417
37183053507,77054
37183053509,112131
37183053512,104167
37183053513,151359
37183053516,132336
37183053517,76509
37183053518,72778
37183053519,88816
37183053520,73388
37183053521,39896
37183053522,162961
37183053523,122917
37183053524,165357
37183053525,110000
37183053601,117417
37183053602,148663
37183053603,107813
37183053604,42917
37183053605,46239
37183053606,49936
37183053607,52436
37183053608,35851
37183053609,100345
37183053610,92824
37183053707,79845
37183053709,48650
37183053711,67059
37183053712,72946
37183053713,53724
37183053714,32339
37183053715,60964
37183053716,58642
37183053717,54509
37183053718,48163
37183053719,85909
37183053720,82500
37183053721,52132
37183053722,50658
37183053723,49596
37183053724,80565
37183053725,62537
37183053726,121064
37183053803,55682
37183053804,45840
37183053805,62131
37183053806,103750
37183053807,69668
37183053808,91343
37183053900,73278
37183054001,89680
37183054004,58050
37183054006,51799
37183054007,52588
37183054008,56209
37183054011,47587
37183054012,35997
37183054013,53304
37183054014,44615
37183054015,27632
37183054016,34784
37183054017,31220
37183054018,26912
37183054104,36152
37183054105,29246
37183054106,42500
37183054108,44482
37183054109,46689
37183054110,46250
37183054111,15429
37183054112,16545
37183054113,17435
37183054114,26250
37183054115,45982
37183054203,57074
37183054204,53678
37183054205,50987
37183054206,48616
37183054207,60250
37183054208,46500
37183054209,70656
37183054210,36793
37183054211,55093
37183054301,50081
37183054302,43573
37183054402,57127
37183054403,30561
37183054404,40383
37183054500,32232
37183980100,37464
37183980200,30703
37185950101,27196
37185950102,35763
37185950103,29562
37185950200,39839
37185950300,44861
37185950400,66912
37187950100,42569
37187950200,52620
37187950300,41786
37189920100,27248
37189920200,23295
37189920300,16637
37189920400,22560
37189920500,27639
37189920601,31675
37189920602,32599
37189920701,30194
37189920702,34924
37189920703,29679
37189920800,19943
37189920900,22288
37189921000,30546
37191000101,36620
37191000102,32481
37191000200,40245
37191000302,62585
37191000303,34213
37191000304,35671
37191000401,23117
37191000402,16051
37191000500,25975
37191000601,38357
37191000602,73238
37191000700,49176
37191000800,42109
37191000901,20949
37191000902,13456
37191001000,31042
37191001101,46510
37191001102,37961
37191001200,43975
37191001301,40828
37191001302,41429
37191001400,55419
37191001500,51509
37191001800,40677
37191001900,38225
37191002000,42533
37193960100,51331
37193960200,34274
37193960300,28700
37193960400,39473
37193960500,31932
37193960600,45615
37193960700,42007
37193960801,39958
37193960802,31968
37193960900,34183
37193961001,41886
37193961002,
37193961100,
37193961200,
37195000100,
37195000200,
37195000300,
37195000400,
37195000501,
37195000502,
37195000600,
37195000700,
37195000801,
37195000802,
37195000900,
37195001000,
37195001100,
37195001200,
37195001300,
37195001400,
37195001500,
37195001600,
37195001700,
37197050101,
37197050102,
37197050200,
37197050300,
37197050400,
37197050501,
37197050502,
37199960101,
37199960102,
37199960200,
37199960300,
37199960400,
